id,reg_key,item_id,name,jurisdiction_source,category,is_current,version,version_hash,state_code,content_hash
244,REG-228,visual-artists-rights-act,Visual Artists Rights Act,federal,Intellectual Property and Technology Transfer,t,3,bd055f7fa13a565a00765dc135db22834d89372739a869dccd292292aaf9fbc8,,
245,REG-212,foreign-agents-registration-act-of-1938,Foreign Agents Registration Act of 1938,federal,International Activities and Programs,t,3,39f2f9d330b0ff260ed891158fad4231c809c43f4b307ddb77221d7babf839b1,,
246,REG-213,foreign-corrupt-practices-act-fcpa,Foreign Corrupt Practices Act (FCPA),federal,International Activities and Programs,t,3,52b164acecde5bf8a201bb9cf8fe6df7fb67a6ce0b85e5b4f37e7f2d936c045a,,
247,REG-180,honest-leadership-and-open-government-act-of-2007,Honest Leadership and Open Government Act of 2007,federal,Lobbying and Political Activities,t,4,d1298e5aa92cb9bacbaf17b4d4d8da8a36f9e12c6dd1de905166c5edcc3017b7,,
249,REG-185,lobbying-disclosure-act,Lobbying Disclosure Act,federal,Lobbying and Political Activities,t,3,cc681a32bab4756f14a9a5122676ec679d599b2248aeb04c08eb0507698fc438,,
250,REG-188,political-activities,Political Activities,federal,Lobbying and Political Activities,t,3,5a113f012a639a4ebdc4a085b4058eb735cd66fa747cfe32bbce8289c29cb7f7,,
252,REG-027,children-s-online-privacy-protection-act-of-1998-c,Children’s Online Privacy Protection Act of 1998 (COPPA),federal,Uncategorized,t,3,7e4e6b04590ce1aa296326a68f772af08f34601433b3b64477f86b99f716031c,,312ec3bd51d3abb317f99d32d1ac3193a0a73a90516c1793bb5174a8854559b1
253,REG-028,electronic-communications-privacy-act,Electronic Communications Privacy Act,federal,Uncategorized,t,3,66469788bf77a0bbb1d84c907c0c7ce8ec7e843748a6b7ca06524e6447258d56,,30aeda46b66fc3385d4fbe597d29b13078049bdd526adc04b0469b211f6b364a
255,REG-029,fair-and-accurate-credit-transaction-act-facta,Fair and Accurate Credit Transaction Act (FACTA),federal,Privacy & Information Security,t,3,b8e29427ee09785710a547f25fcb381a0be0f9dda8a2c3b1f25d02403a6c2ef3,,
256,REG-004,family-educational-rights-and-privacy-act-ferpa,Family Educational Rights and Privacy Act,federal,Uncategorized,t,5,9eaf38ea07ed1dd8b8084182d30c1a1df39e46d65efde48ff4ff68f4da8259f4,,150aed81026c67c604df89119cca1b8bb2c46760179f608316a5f41c685ed694
257,REG-030,federal-information-security-management-act-fisma,Federal Information Security Management Act (FISMA),federal,Uncategorized,t,3,02f63ebbb08e2b755e95dd287d4c7b58ed8c0f8e0770d0609c92075d31ff1b96,,ec0cb448174d72128b9317bcec9fa45db07e159e183683ed27e733acb317d4ff
258,REG-031,freedom-of-information-act,Freedom of Information Act,federal,Uncategorized,t,3,ad1a2f628572528f85a7761842f474eafa6e4e92948745229f5d0a1522f62115,,fe61cc821a5ecde09ae10f47c6188dd06b1a89e81142c88b9b54492853e6d609
259,REG-032,gramm-leach-bliley-act-glba,Gramm Leach Bliley Act (GLBA),federal,Uncategorized,t,3,909719cb50c3c020fa3a178870191741eab3d0e4326cb4634c464d0b7ac83c0c,,d84f85c78e2eb79e2c2fff072f7681419950e568df9330000d343aff8dbdb802
261,REG-033,health-information-technology-for-economic-and-cli,Health Information Technology for Economic and Clinical Health (HITECH) Act of 2009,federal,Uncategorized,t,3,901640116b5c03da0ccda13bc5c7068e3fc0d44be4966905d6151a327903cd32,,396ee6f700ced1e1de2859497e2322bcb486e01bf80acddc91e0411aac7e8bb9
262,REG-074,higher-education-act-financial-value-transparency-,Higher Education Act Financial Value Transparency & Gainful Employment,federal,Program Integrity Rules,t,3,d82319711b7ae00eb3c7174786edd7a969e4084ae6eb1c052acb83bc7468fe28,,
263,REG-082,higher-education-act-credit-hour-definition,Higher Education Act: Credit Hour Definition,federal,Program Integrity Rules,t,3,a656f1147ab3b3e310ea13abd09f90be09afc2079fa217b6988cb08368baaf75,,
264,REG-083,higher-education-act-incentive-compensation-prohib,Higher Education Act: Incentive Compensation Prohibition,federal,Program Integrity Rules,t,3,c37cd58ba8d82e0e434687b9ca28ce1266d6942cdb8765e4e0bec0125f01d717,,
265,REG-084,higher-education-act-misrepresentation,Higher Education Act: Misrepresentation,federal,Program Integrity Rules,t,3,2bd4fc3cecfc333a9edc97e9fae82f8c52b690140a7d7e4e25b553ebf11215f0,,
266,REG-085,higher-education-act-state-authorization,Higher Education Act: State Authorization,federal,Program Integrity Rules,t,3,539b998bc38bf54e29ba39cd7e9dace7094ac60845c7563bf5f29062a57038cd,,
267,REG-207,drug-alcohol-testing-of-transportation-employees,Drug & Alcohol Testing of Transportation Employees,federal,Recruitment Hiring & Termination,t,3,cdd8a74c8049ba611deef6582da14eec047812184ad335eac47759fba708af25,,
268,REG-130,drug-free-workplace-act,Drug Free Workplace Act,federal,Recruitment Hiring & Termination,t,3,311d11041102748b274549d46f04c0646a7076036576c74029da0a9f0fd63635,,
269,REG-209,employee-polygraph-protection-act,Employee Polygraph Protection Act,federal,Recruitment Hiring & Termination,t,3,3894e60090cff878e3845695f35b6d3ffcfa43e365c3b5e33ba6951eb6a5cc29,,
271,REG-211,federal-volunteer-protection-act,Federal Volunteer Protection Act,federal,Recruitment Hiring & Termination,t,3,5d95996f38cc0b791638a85066464467953dc696b0bd220cb454db77b070ce6a,,
273,REG-229,worker-adjustment-and-retraining-notification-act-,Worker Adjustment and Retraining Notification Act (WARN),federal,Recruitment Hiring & Termination,t,4,d7bf240f7877c672ea9c2ed342100ed64319400dd95f700151fda20442486b84,,
274,REG-078,america-competes-act,America COMPETES Act,federal,Research,t,3,41f1a361b0793b709a4140807e63bafd0e80c38e822d39eec0a1831843424b71,,
275,REG-079,animal-welfare-act,Animal Welfare Act,federal,Research,t,3,8c18991fd1ed9ca99c1508e1de1be1668b52da3370eee53cd2157d7620a54d76,,
276,REG-080,clinical-trials-financial-disclosures-by-investiga,Clinical Trials § Financial Disclosures by Investigator,federal,Research,t,4,46ae89d5d812a1af9f0e2a5a70537d25603db28904853403ab0d19ed9d2bc7b8,,
277,REG-038,export-administration-regulations,Export Administration Regulations,federal,Uncategorized,t,5,fa3067d012e12f5b286084bae906661d5b8ca8d7d7751b4ee450718481b5f488,,a42e57714f727b20a4eb9af8654e7951ffb82a6bf3561f11f38555d3cef4236f
278,REG-081,food-and-drug-administration-fda-amendments-act-of,Food and Drug Administration (FDA) Amendments Act of 2007,federal,Research,t,3,09ff9a655cc1561be4d84c4e31ce50e5573951611253ba00abeb017451863400,,
279,REG-061,national-science-foundation-research-misconduct-po,National Science Foundation Research Misconduct Policies,federal,Uncategorized,t,3,1ac46fcd8d641a8cd8fcb25cc6ce2092f415f2efa39f189d719945318168c2cc,,8a4b91c8a6ea9cdd97a48facddd5d52ec46ee8ae10381fe3c6bbc7f89ac9e5eb
280,REG-086,native-american-graves-protection-and-repatriation,Native American Graves Protection and Repatriation Act (NAGPRA),federal,Research,t,3,d00d1f9524b609c9025d28b1efa1756fb08dc6b7f339f51b2bb4959f12a043d6,,
281,REG-120,protection-of-human-subjects-regulations-common-ru,Protection of Human Subjects Regulations (Common Rule),federal,Research,t,4,d5fc1eff1019ea0a03c1ab1f775ade050038052d7edbc46a0bac82aa1b8ee0fd,,
282,REG-065,public-health-service-policies-on-research-miscond,Public Health Service Policies on Research Misconduct,federal,Uncategorized,t,3,031248d1fe689a6b586da560ee04871a927113e39d9488a9971e0ab6543abc61,,0c5b73223eda3412e7532b7c860ea30e09b1fea2ffcba2b28b0713fdd8611f5c
283,REG-066,responsibility-of-applicants-for-promoting-objecti,Responsibility of Applicants for Promoting Objectivity in Research for which PHS Funding is Sought,federal,Uncategorized,t,5,2006b4e25d03a85cf632ba8474656fa56a32814faa66225e9116b1744982824a,,c7c2b8463e3288b58729a6fdba4f4041addcc3744c5f5aa6d59970b7212a8d8b
284,REG-099,small-unmanned-aircraft-systems,Small Unmanned Aircraft Systems,federal,Research,t,4,f478ad7a97e35030a3f0833787c412e08eada50b352cd9305d0e74fcb728b1f9,,
285,REG-171,deferred-compensation,Deferred Compensation,federal,Tax,t,5,d610797b4770da19966336ff17457d97ea893589e8847d3f72156f05d776c46b,,
286,REG-172,employee-annuities,Employee Annuities,federal,Tax,t,3,dbe236fccce17cacc72899d48acaccae9629e941a5d0f66279ea1a1fb396bbbd,,
288,REG-186,nonqualified-deferred-inclusion,Nonqualified Deferred Inclusion,federal,Tax,t,4,022697a32935e2036bb57b695b8f0e22760c04961684fcd0a5b0e5d91e730a95,,
289,REG-190,qualified-pensions,Qualified Pensions,federal,Tax,t,4,00ff78e7c10aa160fda18e345d05a91bfea7581dd8267beffccf583ef6b8a46f,,
295,REG-167,cafeteria-plans-26-u-s-c-125,Cafeteria Plans 26 U.S.C. § 125,federal,Tax,t,4,b0bb6dc88e6ee485c7b039dbdae2e5f45af54574dc8e7f0d901621c667a3c810,,
296,REG-168,charitable-gift-annuity-antitrust-relief-act,Charitable Gift Annuity Antitrust Relief Act,federal,Tax,t,3,1159333640029cec985ef7e9cfdda7746acaa990562d9980f28de078aebb9019,,
299,REG-177,federal-unemployment-tax-act,Federal Unemployment Tax Act,federal,Wages,t,3,7004d55048b44a503fbb9c384625885cdde81712eff1f2c43ffd858af7db72c8,,
300,REG-178,foreign-bank-accounts-and-tax-filings,Foreign Bank Accounts and Tax Filings,federal,Tax,t,3,7f5a43ec31e6c66401e031c1593f63a8e5e313286f0b369ab2773248ee95d725,,
301,REG-179,fringe-benefits,Fringe Benefits,federal,Tax,t,3,aba0f80db48c88e348927d05d7c39978b67fa41f3d8a0b3392dbb24ee07e28c3,,
302,REG-182,independent-contractors,Independent Contractors,federal,Tax,t,4,a95ecc2e1153f4364383dad4f6543d1bf0fb1652d2beaffaf1187b82b878e234,,
303,REG-183,industrial-alcohol-user-permits-and-special-tax,Industrial Alcohol User Permits and Special Tax,federal,Tax,t,3,76d719ae702c9c4a8a4fb108d5a5251d028c07a96fc0b88e1a0889db5424bd42,,
305,REG-189,public-disclosure-of-material,Public Disclosure of Material,federal,Tax,t,3,e553211a27cc371b7c0994b1520b23a1499af8e7ca4579cee7ce9ec393a47911,,
308,REG-193,reporting-of-payments-of-royalties,Reporting of Payments of Royalties,federal,Tax,t,3,e2b21274d2502f4d21858530436a143ebc244f3d8221574f218ce49cfd608284,,
309,REG-196,small-business-job-protection-act,Small Business Job Protection Act,federal,Tax,t,4,f768ca7196243fc09e767e00d873745c984be166dc598b59c2cee8d2784d6950,,
310,REG-197,unrelated-business-income-ubit,Unrelated Business Income (UBIT),federal,Tax,t,3,71dec005a8bf4728f6d71f8f39883f415b4df4007f873bdb593896cfb6395d56,,
311,REG-241,civil-service-reform-act-of-1978,Civil Service Reform Act of 1978,federal,Unions,t,4,d88a782334586e99a222ca5b9e71315283d61d2f7d3a00e569e2b7d88d5f9178,,
312,REG-243,national-labor-relations-act,National Labor Relations Act,federal,Unions,t,4,f0d38878329d13a51b50afa0d2c38649f1c636292a907c360952192b55a572b3,,
313,REG-170,consumer-credit-protection-act-title-iii-ccpa-garn,"Consumer Credit Protection Act, Title III (CCPA) – Garnishments",federal,Wages,t,3,1d11dd7f8ce04446da298d2590397aa47dc24ae4531125e21e4abd241eae1c32,,
314,REG-174,fair-labor-standards-act-flsa,Fair Labor Standards Act (FLSA),federal,Wages,t,3,c11d9153e9a2d50999e527c22930a45fcf90deab2a16c2061a078ae47920b79e,,
317,REG-191,qualified-tuition-reductions,Qualified Tuition Reductions,federal,Wages,t,3,cc2d5921963930f76a46694a521ee1374be99e39347f59b434a72e870b832252,,
318,REG-219,pennsylvania-english-fluency-in-higher-education-a,Pennsylvania English Fluency In Higher Education A,state,Academic Programs,t,3,0bc23d911303dab26cc0f559ce02f2522a3a17af439790188b2a07d872b94454,PA,
319,REG-220,pennsylvania-graduation-rates-reporting-act,Pennsylvania Graduation Rates Reporting Act,state,Academic Programs,t,3,f6066bdd6f2dd5f7830ba894e475ad854610bcc9b1a18ce88226b533a7a525ab,PA,
320,REG-187,pennsylvania-higher-education-gift-disclosure-act,Pennsylvania Higher Education Gift Disclosure Act,state,Ethics,t,3,ee55a6c128050ff0e95a8a0b0737cb749fd56c812f91fa5442f91407e0a86c44,PA,
321,REG-221,pennsylvania-higher-education-standards,Pennsylvania Higher Education Standards,state,Academic Programs,t,3,3960f240c23c89b8eaba5d654666fd31c94b52b972cbed869d344a1efe7bf416,PA,
322,REG-014,pennsylvania-institutional-accreditation,Pennsylvania Institutional Accreditation,state,Uncategorized,t,6,60917cb1bebcea704d6faac4dba19d2828e7df64b79c81e3c87d7bcad4bb3a92,PA,0278b5b5917a9e3420ea546b991cd9b5d0d4a2ff6d91172f19b2b290d5eb6510
323,REG-006,pennsylvania-sexual-violence-education-act,Pennsylvania Sexual Violence Education Act,state,Sexual Misconduct,t,4,316ee90af3d5ced619c35f2979aafada5eafa1c6f78db2dc9607c9b8a571a90e,PA,
324,REG-244,pennsylvania-student-consumer-protection,Pennsylvania Student Consumer Protection,state,Student Services,t,3,a8fd8b933df483f07824407bc537bac2d71cf8db2fca58c21f212f5bbf1635a4,PA,
325,REG-026,pennsylvania-uniform-crime-reporting-act,Pennsylvania Uniform Crime Reporting Act,state,Uncategorized,t,3,22556d98386c910788a3b90332dc28a07c66cb64285dbb197601dde1454d70f0,PA,f199af1cce3d412a3ed15368de440497133aa5858902047018779c0e348622a1
326,REG-005,new-jersey-campus-sex-assault-victim-bill-of-rights,New Jersey Campus Sex Assault Victim Bill Of Rights,state,Uncategorized,t,5,39550704615677f536924b0115fe44e3c1e8e21d587880f020bb4401092d97dc,NJ,4a52728b6feb21c56140503695a70d9573891a6e4fc0cf82b56f7b4e8014e42c
327,REG-024,new-jersey-hazing-prevention,New Jersey Hazing Prevention,state,Uncategorized,t,4,6894bd56bc7cef05d7726b6c963abb569bf0606978f44bf12f33a0ce739d1e11,NJ,7dc38ee48d92d928d08eeb2152832b3dc634b105b29549a1c34c373fc218efb2
328,REG-013,new-jersey-licensure-accreditation-standards,New Jersey Licensure Accreditation Standards,state,Uncategorized,t,7,2eee31173828f3217ed135b306d106b51d40a6b1630707e71329e1613142ad48,NJ,2f142fb38fc61765b5c882bb71cc5a00e7b2d9e74e95d751600e4b130449abaf
329,REG-062,new-jersey-tuition-aid-grant-program,New Jersey Tuition Aid Grant Program,state,Uncategorized,t,4,743f7e60964efd54c96e9fbc70fc7c2355b455161ce8bf850b276a9406a41a96,NJ,0621dc3245d50affd6b68868467083615abe35f13fdf81630609c51edc9f82af
330,REG-025,new-jersey-uniform-crime-reporting,New Jersey Uniform Crime Reporting,state,Uncategorized,t,4,b532faa5ced3ba8fd5cf121d304f03ece3e88507e02e012c26089e7eec14528b,NJ,71a0ecff00cabf3b3889f191dd70a8e1e2dfa82081f57b53358cd823df7d85b2
331,REG-063,new-jersey-veterans-benefits-compliance,New Jersey Veterans Benefits Compliance,state,Uncategorized,t,4,b0a026321bcd1f34c8866bf4fcd9b7f85d689c544649cb551fd345999633d3ce,NJ,29a602a64c63b6c01c7b1ae3a5363c39e71703ee7ee4909fd08b56b521f15838
332,REG-242,general-data-protection-regulation,General Data Protection Regulation,federal,Uncategorized,t,16,7237202fddfd3f09b4541f1f1083cf8b03f4f9b0905c247f430f8a980d2e7fd5,,
334,REG-240,california-consumer-privacy-act,California Consumer Privacy Act,federal,Uncategorized,t,16,ecec604eb53125548a9e6180048e465b91f82b5e7e5020b1071c6e81357927f4,,
418,REG-252,pennsylvania-act-55-of-2022-sexual-violence-higher-ed,PA Act 55 of 2022 - Sexual Violence in Higher Ed,state,Sexual Violence Prevention,t,12,bf78bbb0808ed79912102368c77af632da5996c7a006614e55b0e01ae5fea0a2,PA,bfc2e8b5126a8b04bceef8b4636159e84b1d01d042ceac75c4e861d61e85aafd
